source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[developmental stage]
Xla_128cell_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c3	1	not pooled	3	run 72	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-08-30_CL07_128-cell_3_8-16_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c4	1	not pooled	4	run 73	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-10-26_CL05_Cell9_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c4	1	not pooled	4	run 74	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-10-26_CL06_Cell9_10252017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c5	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c5	1	not pooled	5	run 75	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-11-01_CL05_Cell11_10252017-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c5	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c5	1	not pooled	5	run 76	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-11-01_CL06_Cell11_10252017-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c6	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c6	1	not pooled	6	run 77	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-11-02_CL02_Cell13_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c6	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c6	1	not pooled	6	run 78	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-11-02_CL05_Cell13_10252017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c7	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c7	1	not pooled	7	run 79	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-11-03_CL03_Cell12_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_128cell_c7	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 8;AC=XAO:1000018	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_128cell_c7	1	not pooled	7	run 80	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-11-03_CL04_Cell12_10252017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 8;AC=XAO:1000018
Xla_clone_unstaged_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	not available	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_clone_unstaged_c1	1	not pooled	1	run 81	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-11-02_CL06_Cell5_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not available
Xla_clone_unstaged_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	not available	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_clone_unstaged_c1	1	not pooled	1	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-11-03_CL02_Cell5_10252017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not available
Xla_clone_unstaged_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	not available	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_clone_unstaged_c2	1	not pooled	2	run 83	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-10-27_CL02_Cell8_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not available
Xla_clone_unstaged_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	not available	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_clone_unstaged_c2	1	not pooled	2	run 84	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-10-27_CL03_Cell8_10252017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not available
Xla_clone_unstaged_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	not available	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_clone_unstaged_c2	1	not pooled	2	run 85	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2017-10-27_CL04_Cell8_10252017_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not available
Dre_2cell_c1	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c1	1	not pooled	1	run 86	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	1	2016-09-12_CL02_Zebra-cell2_massexcl_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c1	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c1	1	not pooled	1	run 87	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	2	2016-09-12_CL03_Zebra-cell2_massexcl_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c1	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c1	1	not pooled	1	run 88	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	3	2016-09-12_CL04_Zebra-cell2_massexcl_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c2	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c2	1	not pooled	2	run 89	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	1	2016-12-05_CL04_Zeb-2cell_2-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c2	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c2	1	not pooled	2	run 90	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	2	2016-12-05_CL05_Zeb-2cell_2-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c2	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c2	1	not pooled	2	run 91	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	3	2016-12-05_CL06_Zeb-2cell_2-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c3	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c3	1	not pooled	3	run 92	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	1	2016-12-06_CL02_Zeb_2cells_3-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c3	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c3	1	not pooled	3	run 93	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	2	2016-12-06_CL04_Zeb_2cells_3-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
Dre_2cell_c3	NT=Danio rerio;AC=NCBITaxon:7955	NT=embryo;AC=UBERON:0000922	NT=2 cell stage;AC=UBERON:0007232	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	AB	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Dre_2cell_c3	1	not pooled	3	run 94	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	300m/z	1350m/z	not applicable	not applicable	1	3	2016-12-06_CL05_Zeb_2cells_3-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=2 cell stage;AC=UBERON:0007232
