source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[developmental stage]
Evosep_WLBSC3_615_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_615_071024	1	1	run 2205	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_615_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_616_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_616_071024	1	1	run 2206	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_616_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_617_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_617_071024	1	1	run 2207	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_617_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_618_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_618_071024	1	1	run 2208	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_618_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_619_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_619_071024	1	1	run 2209	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_619_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_620_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_620_071024	1	1	run 2210	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_620_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_621_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_621_071224	1	1	run 2211	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_621_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_622_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_622_071224	1	1	run 2212	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_622_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_623_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_623_071224	1	1	run 2213	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_623_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_624_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_624_071224	1	1	run 2214	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_624_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_625_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_625_071224	1	1	run 2215	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_625_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_626_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_626_071224	1	1	run 2216	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_626_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_627_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_627_071224	1	1	run 2217	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_627_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_628_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_628_071224	1	1	run 2218	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_628_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_629_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_629_071224	1	1	run 2219	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_629_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_630_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_630_071224	1	1	run 2220	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_630_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_631_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_631_071224	1	1	run 2221	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_631_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_632_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_632_071224	1	1	run 2222	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_632_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_633_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_633_071224	1	1	run 2223	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_633_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_634_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_634_071224	1	1	run 2224	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_634_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_635_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_635_071224	1	1	run 2225	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_635_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_636_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_636_071224	1	1	run 2226	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_636_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_637_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_637_071224	1	1	run 2227	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_637_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_638_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_638_071224	1	1	run 2228	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_638_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
