source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]
230120_33_TMT127C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT127C	1	not pooled	97	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT127C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_33_TMT128N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT128N	1	not pooled	98	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT128N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_33_TMT128C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT128C	1	not pooled	98	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT128C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_33_TMT129N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT129N	1	not pooled	99	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_33_TMT129C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT129C	1	not pooled	99	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_33_TMT130N	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	not available	U118	not available	not available	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT130N	1	not pooled	97	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT130N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	U118
230120_33_TMT130C	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	not available	U118	not available	not available	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT130C	1	not pooled	98	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT130C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	U118
230120_33_TMT131	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	not available	U118	not available	not available	NT=single cell;AC=PRIDE:0000897	manual picking	230120_33_TMT131	1	not pooled	99	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT131	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	U118
230120_34_TMT126	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT126	1	not pooled	100	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT126	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_34_TMT127N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	3000	pooled	pooled	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT127N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_34_TMT127C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT127C	1	not pooled	100	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT127C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_34_TMT128N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT128N	1	not pooled	101	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT128N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_34_TMT128C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT128C	1	not pooled	101	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT128C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_34_TMT129N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT129N	1	not pooled	102	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_34_TMT129C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT129C	1	not pooled	102	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_34_TMT130N	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	not available	U118	not available	not available	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT130N	1	not pooled	100	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT130N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	U118
230120_34_TMT130C	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	not available	U118	not available	not available	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT130C	1	not pooled	101	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT130C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	U118
230120_34_TMT131	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	not available	U118	not available	not available	NT=single cell;AC=PRIDE:0000897	manual picking	230120_34_TMT131	1	not pooled	102	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT131	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	U118
230120_35_TMT126	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_35_TMT126	1	not pooled	103	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT126	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_35_TMT127N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	3000	pooled	pooled	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT127N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_35_TMT127C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_35_TMT127C	1	not pooled	103	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT127C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_35_TMT128N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_35_TMT128N	1	not pooled	104	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT128N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_35_TMT128C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_35_TMT128C	1	not pooled	104	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT128C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
230120_35_TMT129N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP	CVCL_0395	LNCaP	NT=single cell;AC=PRIDE:0000897	manual picking	230120_35_TMT129N	1	not pooled	105	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP
230120_35_TMT129C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=prostate gland;AC=UBERON:0002367	NT=epithelial cell;AC=CL:0000066	NT=prostate carcinoma;AC=MONDO:0005159	LNCaP C4	CVCL_4783	LNCaP C4	NT=single cell;AC=PRIDE:0000897	manual picking	230120_35_TMT129C	1	not pooled	105	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	not available	not available	not applicable	TMT127N	1	1	230120_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	LNCaP C4
