source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
PC3_parental_cell_C23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_C23	1	not pooled	63	run 63	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_C23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D02	1	not pooled	64	run 64	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D03	1	not pooled	65	run 65	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D04	1	not pooled	66	run 66	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D05	1	not pooled	67	run 67	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D06	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D06	1	not pooled	68	run 68	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D07	1	not pooled	69	run 69	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D09	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D09	1	not pooled	70	run 70	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D21	1	not pooled	71	run 71	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_parental_cell_D23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	not applicable	NT=single cell;AC=PRIDE:0000897	cellenONE	CONT_D23	1	not pooled	72	run 72	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_CONT_SC_D23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not applicable
PC3_DRC_cell_I02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I02	1	not pooled	1	run 73	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I03	1	not pooled	2	run 74	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I04	1	not pooled	3	run 75	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I05	1	not pooled	4	run 76	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I06	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I06	1	not pooled	5	run 77	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I07	1	not pooled	6	run 78	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I08	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I08	1	not pooled	7	run 79	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I09	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I09	1	not pooled	8	run 80	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I11	1	not pooled	9	run 81	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I12	1	not pooled	10	run 82	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I13	1	not pooled	11	run 83	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
